YJコード,品名,成分名,規格,薬価,経過措置期限
7149006X1078,ハッカ油「コザカイ・Ｍ」,ハッカ油,１ｍＬ,16.1,
7149006X1124,ハッカ油「東海」,ハッカ油,１ｍＬ,12.3,
7149006X1221,ハッカ油「ニッコー」,ハッカ油,１ｍＬ,21.2,
7149007X1013,クエン酸水和物,クエン酸水和物,１０ｇ,12,
7149007X1153,クエン酸（山善）,クエン酸水和物,１０ｇ,15.4,
7149007X1234,クエン酸水和物原末「ニッコー」,クエン酸水和物,１０ｇ,14.2,
7149007X1250,クエン酸水和物「ケンエー」原末,クエン酸水和物,１０ｇ,15.4,
7149007X1269,クエン酸水和物「コザカイ」原末,クエン酸水和物,１０ｇ,14.2,
7149008X1018,無水クエン酸,無水クエン酸,１０ｇ,11.8,
7149009X1012,酒石酸,酒石酸,１０ｇ,25.4,
7149009X1071,酒石酸「コザカイ・Ｍ」,酒石酸,１０ｇ,27.4,
7211001X1030,ガストログラフイン経口・注腸用,アミドトリゾ酸ナトリウムメグルミン,１ｍＬ,23.3,
7212010X1029,バリトゲン－デラックス,硫酸バリウム,９７．９８％１０ｇ,12.9,
7212020B1033,バリブライトＰ,硫酸バリウム,９８％１０ｇ,16,
7212021X1019,硫酸バリウム,硫酸バリウム,１０ｇ,17.3,
7212022A1029,バリコンミール,硫酸バリウム,９９％１０ｇ,14.9,
7212022A1037,バリトップＨＤ,硫酸バリウム,９９％１０ｇ,14.8,
7212022A2033,ネオバルギンＥＨＤ,硫酸バリウム,９９．０％１０ｇ,15.1,
7212029X1023,バリトゲンＨＤ,硫酸バリウム,９８．６％１０ｇ,14.4,
7212031B1031,バリテスターＡ２４０散,硫酸バリウム,９８．５％１０ｇ,13.2,
7212032B1028,バリブライトＣＬ,硫酸バリウム,９９．１％１０ｇ,15.2,
7212032B1036,硫酸バリウム散９９．１％「共成」,硫酸バリウム,９９．１％１０ｇ,15.2,
7212033B1022,バリコンクＭＸ,硫酸バリウム,９９．４％１０ｇ,15.4,
7212034B1027,バリブライトＬＶ,硫酸バリウム,９９．５％１０ｇ,14.3,
7212034B1035,硫酸バリウム散９９．５％「ＦＳＫ」,硫酸バリウム,９９．５％１０ｇ,14,
7212036B1026,硫酸バリウム散９８．８％「ホリイ」,硫酸バリウム,９８．８％１０ｇ,14.2,
7212037B1020,硫酸バリウム散９７．５％「ホリイ」,硫酸バリウム,９７．５％１０ｇ,14.8,
7212038S1025,コロンフォート内用懸濁液２５％,硫酸バリウム,２５％３２ｍＬ１瓶,498.6,
7213005B1028,マグコロール散６８％分包５０ｇ,クエン酸マグネシウム,６８％５０ｇ１包,377.4,
7213005B2024,マグコロール散６８％分包１００ｇ,クエン酸マグネシウム,６８％１００ｇ１包,768.9,
7213005S2024,マグコロール内用液１３．６％分包２５０ｍＬ,クエン酸マグネシウム,１３．６％２５０ｍＬ１包,393.5,
7213012D1029,バルギン発泡顆粒,炭酸水素ナトリウム・酒石酸,１ｇ,11.8,
7213013D1023,バロス発泡顆粒,炭酸水素ナトリウム・酒石酸,１ｇ,14.7,
7213014D1028,バロス発泡顆粒－Ｓ,炭酸水素ナトリウム・酒石酸,１ｇ,13.5,
7213016D1027,バリエース発泡顆粒,炭酸水素ナトリウム・酒石酸,１ｇ,13.5,
7213017D1030,バックス発泡顆粒,炭酸水素ナトリウム・酒石酸,１ｇ,11.6,
7223001M1035,メトピロンカプセル２５０ｍｇ,メチラポン,２５０ｍｇ１カプセル,1211.2,
7229001S1038,膵外分泌機能検査用ＰＦＤ内服液５００ｍｇ,ベンチロミド,５％１０ｍＬ１瓶,602.8,
7290001S1037,トレーランＧ液５０ｇ,デンプン部分加水分解物,１５０ｍＬ１瓶,205.2,
7290003S1044,トレーランＧ液７５ｇ,デンプン部分加水分解物,２２５ｍＬ１瓶,205.2,
7290004B1030,フェリセルツ散２０％,クエン酸鉄アンモニウム,６００ｍｇ１包,718.4,
7290005F1029,ピロニック錠１００ｍｇ,尿素（１３Ｃ）,１００ｍｇ１錠,1844.1,R9.3.31まで
7290005F1037,ユービット錠１００ｍｇ,尿素（１３Ｃ）,１００ｍｇ１錠,2591.4,
7290006S1021,ボースデル内用液１０,塩化マンガン四水和物,１０ｍｇ２５０ｍＬ１袋,784.1,
7290007A1020,アラグリオ原末分包１．５ｇ,アミノレブリン酸塩酸塩,１．５ｇ１包,75985.9,
7290007X1031,アラベル内用剤１．５ｇ,アミノレブリン酸塩酸塩,１．５ｇ１瓶,92051.5,
7290007X1040,アラグリオ内用剤１．５ｇ,アミノレブリン酸塩酸塩,１．５ｇ１瓶,75985.9,
7319001X1018,安息香酸,安息香酸,１０ｇ,16.8,
7319002X1012,安息香酸ナトリウム,安息香酸ナトリウム,１０ｇ,22.6,
7990001S2015,Ｄ－ソルビトール液,Ｄ－ソルビトール,６５％１０ｍＬ,10.2,
7990001S3011,Ｄ－ソルビトール液,Ｄ－ソルビトール,７５％１０ｍＬ,10.9,
7990001X1016,Ｄ－ソルビトール,Ｄ－ソルビトール,１０ｇ,11.9,
7990002B2036,プロナーゼＭＳ,プロナーゼ,２０，０００単位,121.4,
7990002B2044,ガスチーム散４万単位／ｇ,プロナーゼ,２０，０００単位,105.2,
7990003F1028,チャンピックス錠０．５ｍｇ,バレニクリン酒石酸塩,０．５ｍｇ１錠,77.5,
7990003F2024,チャンピックス錠１ｍｇ,バレニクリン酒石酸塩,１ｍｇ１錠,136.1,
7990004S1020,ミンクリア内用散布液０．８％,ｌ－メントール,２０ｍＬ１筒,769.7,
7990100A1106,ニフレック配合内用剤,ナトリウム・カリウム配合剤,１袋,718.4,
7990101F1035,ビジクリア配合錠,リン酸二水素ナトリウム一水和物・無水リン酸水素二ナトリウム,１錠,43.8,
7990102A1024,モビプレップ配合内用剤,ナトリウム・カリウム・アスコルビン酸配合剤,１袋,1513,
7990103A1029,ピコプレップ配合内用剤,ピコスルファートナトリウム水和物・酸化マグネシウム・無水クエン酸,１包,981.5,
7990104S1029,サルプレップ配合内用液,無水硫酸ナトリウム・硫酸カリウム・硫酸マグネシウム水和物,４８０ｍＬ１瓶,922.8,
8112001A1018,アヘン末,アヘン,１ｇ,1118.8,
8112001B1013,アヘン散,アヘン,１０％１ｇ,250.6,
8113001S1010,アヘンチンキ,アヘンチンキ,１０％１ｍＬ,193.2,
8114001X1015,アヘンアルカロイド塩酸塩,アヘンアルカロイド塩酸塩,１ｇ,1174.6,
8114002X1010,エチルモルヒネ塩酸塩水和物,エチルモルヒネ塩酸塩水和物,１ｇ,8295.9,
8114003F1019,モルヒネ塩酸塩錠,モルヒネ塩酸塩水和物,１０ｍｇ１錠,152.1,
8114003X1014,モルヒネ塩酸塩水和物,モルヒネ塩酸塩水和物,１ｇ,2243.8,
8114004C3028,モルヒネ硫酸塩水和物徐放細粒分包１０ｍｇ「フジモト」,モルヒネ硫酸塩水和物,１０ｍｇ１包,198.4,
8114004C4024,モルヒネ硫酸塩水和物徐放細粒分包３０ｍｇ「フジモト」,モルヒネ硫酸塩水和物,３０ｍｇ１包,528.3,
8114004G1027,ＭＳコンチン錠１０ｍｇ,モルヒネ硫酸塩水和物,１０ｍｇ１錠,245.6,
8114004G2023,ＭＳコンチン錠３０ｍｇ,モルヒネ硫酸塩水和物,３０ｍｇ１錠,713.5,
8114004G3020,ＭＳコンチン錠６０ｍｇ,モルヒネ硫酸塩水和物,６０ｍｇ１錠,1288.1,
8114004N4025,ＭＳツワイスロンカプセル１０ｍｇ,モルヒネ硫酸塩水和物,１０ｍｇ１カプセル,236.1,
8114004N5021,ＭＳツワイスロンカプセル３０ｍｇ,モルヒネ硫酸塩水和物,３０ｍｇ１カプセル,632.4,
8114004N6028,ＭＳツワイスロンカプセル６０ｍｇ,モルヒネ硫酸塩水和物,６０ｍｇ１カプセル,1173.6,
8114005S1024,オプソ内服液５ｍｇ,モルヒネ塩酸塩水和物,５ｍｇ２．５ｍＬ１包,263.3,
8114005S2020,オプソ内服液１０ｍｇ,モルヒネ塩酸塩水和物,１０ｍｇ５ｍＬ１包,281.1,
8115001F1017,コデインリン酸塩錠,コデインリン酸塩水和物,２０ｍｇ１錠,74.4,
8115001F1106,コデインリン酸塩錠２０ｍｇ「タケダ」,コデインリン酸塩水和物,２０ｍｇ１錠,79.5,
8115001X1012,コデインリン酸塩水和物,コデインリン酸塩水和物,１ｇ,1243.5,
8115002B2016,コデインリン酸塩散１０％,コデインリン酸塩水和物,１０％１ｇ,149.8,
8115003X1011,ジヒドロコデインリン酸塩,ジヒドロコデインリン酸塩,１ｇ,1133.2,
8115004B2015,ジヒドロコデインリン酸塩散１０％,ジヒドロコデインリン酸塩,１０％１ｇ,135.8,
8119001F1032,メテバニール錠２ｍｇ,オキシメテバノール,２ｍｇ１錠,91,
8119002B2023,オキノーム散２．５ｍｇ,オキシコドン塩酸塩水和物,２．５ｍｇ１包,53.8,
8119002B3020,オキノーム散５ｍｇ,オキシコドン塩酸塩水和物,５ｍｇ１包,111.2,
8119002B4026,オキノーム散１０ｍｇ,オキシコドン塩酸塩水和物,１０ｍｇ１包,220.7,
8119002B5022,オキノーム散２０ｍｇ,オキシコドン塩酸塩水和物,２０ｍｇ１包,457.5,
8119002F5024,オキシコドン錠２．５ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,２．５ｍｇ１錠,46.5,
8119002F6020,オキシコドン錠５ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,５ｍｇ１錠,84.7,
8119002F7027,オキシコドン錠１０ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,１０ｍｇ１錠,154,
8119002F8023,オキシコドン錠２０ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,２０ｍｇ１錠,300.9,
8119002G5020,オキシコンチンＴＲ錠５ｍｇ,オキシコドン塩酸塩水和物,５ｍｇ１錠,121.4,
8119002G5038,オキシコドン徐放錠５ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,５ｍｇ１錠,121.4,
8119002G6026,オキシコンチンＴＲ錠１０ｍｇ,オキシコドン塩酸塩水和物,１０ｍｇ１錠,233.6,
8119002G6034,オキシコドン徐放錠１０ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,１０ｍｇ１錠,233.6,
8119002G7022,オキシコンチンＴＲ錠２０ｍｇ,オキシコドン塩酸塩水和物,２０ｍｇ１錠,433.7,
8119002G7030,オキシコドン徐放錠２０ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,２０ｍｇ１錠,433.7,
8119002G8029,オキシコンチンＴＲ錠４０ｍｇ,オキシコドン塩酸塩水和物,４０ｍｇ１錠,799.1,
8119002G8037,オキシコドン徐放錠４０ｍｇＮＸ「第一三共」,オキシコドン塩酸塩水和物,４０ｍｇ１錠,799.1,
8119002N1023,オキシコドン徐放カプセル５ｍｇ「テルモ」,オキシコドン塩酸塩水和物,５ｍｇ１カプセル,121.4,
8119002N2020,オキシコドン徐放カプセル１０ｍｇ「テルモ」,オキシコドン塩酸塩水和物,１０ｍｇ１カプセル,233.6,
8119002N3026,オキシコドン徐放カプセル２０ｍｇ「テルモ」,オキシコドン塩酸塩水和物,２０ｍｇ１カプセル,433.7,
8119002N4022,オキシコドン徐放カプセル４０ｍｇ「テルモ」,オキシコドン塩酸塩水和物,４０ｍｇ１カプセル,799.1,
8119002S1027,オキシコドン内服液２．５ｍｇ「日本臓器」,オキシコドン塩酸塩水和物,２．５ｍｇ２．５ｍＬ１包,87,
8119002S2023,オキシコドン内服液５ｍｇ「日本臓器」,オキシコドン塩酸塩水和物,５ｍｇ２．５ｍＬ１包,152.2,
8119002S3020,オキシコドン内服液１０ｍｇ「日本臓器」,オキシコドン塩酸塩水和物,１０ｍｇ５ｍＬ１包,290.1,
8119002S4026,オキシコドン内服液２０ｍｇ「日本臓器」,オキシコドン塩酸塩水和物,２０ｍｇ５ｍＬ１包,541.7,
8119003F1023,ナルラピド錠１ｍｇ,ヒドロモルフォン塩酸塩,１ｍｇ１錠,112.6,
8119003F2020,ナルラピド錠２ｍｇ,ヒドロモルフォン塩酸塩,２ｍｇ１錠,206.6,
8119003F3026,ナルラピド錠４ｍｇ,ヒドロモルフォン塩酸塩,４ｍｇ１錠,378.8,
8119003G1029,ナルサス錠２ｍｇ,ヒドロモルフォン塩酸塩,２ｍｇ１錠,206.6,
8119003G2025,ナルサス錠６ｍｇ,ヒドロモルフォン塩酸塩,６ｍｇ１錠,540,
8119003G3021,ナルサス錠１２ｍｇ,ヒドロモルフォン塩酸塩,１２ｍｇ１錠,990.2,
8119003G4028,ナルサス錠２４ｍｇ,ヒドロモルフォン塩酸塩,２４ｍｇ１錠,1815.8,
8119100B1018,アヘン・トコン散,アヘン・トコン,１ｇ,233.3,
8211001X1019,ペチジン塩酸塩,ペチジン塩酸塩,１ｇ,3806,
8219001F1020,アブストラル舌下錠１００μｇ,フェンタニルクエン酸塩,１００μｇ１錠,527.5,
8219001F2026,アブストラル舌下錠２００μｇ,フェンタニルクエン酸塩,２００μｇ１錠,750.5,
8219001F3022,アブストラル舌下錠４００μｇ,フェンタニルクエン酸塩,４００μｇ１錠,898.1,
8219001K5023,イーフェンバッカル錠５０μｇ,フェンタニルクエン酸塩,５０μｇ１錠,478,
8219001K6020,イーフェンバッカル錠１００μｇ,フェンタニルクエン酸塩,１００μｇ１錠,663.6,
8219001K7026,イーフェンバッカル錠２００μｇ,フェンタニルクエン酸塩,２００μｇ１錠,846.4,
8219001K8022,イーフェンバッカル錠４００μｇ,フェンタニルクエン酸塩,４００μｇ１錠,1361.5,
8219001K9029,イーフェンバッカル錠６００μｇ,フェンタニルクエン酸塩,６００μｇ１錠,1547.9,
8219001T1023,イーフェンバッカル錠８００μｇ,フェンタニルクエン酸塩,８００μｇ１錠,1812.6,
8219002F1024,メサペイン錠５ｍｇ,メサドン塩酸塩,５ｍｇ１錠,184.8,
8219002F2020,メサペイン錠１０ｍｇ,メサドン塩酸塩,１０ｍｇ１錠,351.2,
1115400X1019,注射用チオペンタールナトリウム,チオペンタールナトリウム,３００ｍｇ１管,731,
1115400X2015,注射用チオペンタールナトリウム,チオペンタールナトリウム,５００ｍｇ１管,892,
1115403D3019,注射用チアミラールナトリウム,チアミラールナトリウム,５００ｍｇ１瓶（溶解液付）,572,
1115403D3043,イソゾール注射用０．５ｇ,チアミラールナトリウム,５００ｍｇ１瓶（溶解液付）,572,
1115403D4015,注射用チアミラールナトリウム,チアミラールナトリウム,３００ｍｇ１瓶（溶解液付）,458,
1119400A1031,ケタラール静注用２００ｍｇ,ケタミン塩酸塩,２００ｍｇ２０ｍＬ１瓶,1618,
1119400A2038,ケタラール筋注用５００ｍｇ,ケタミン塩酸塩,５００ｍｇ１０ｍＬ１瓶,1529,
1119400A3026,ケタラール静注用５０ｍｇ,ケタミン塩酸塩,５０ｍｇ５ｍＬ１管,680,
1119401A1036,ドロレプタン注射液２５ｍｇ,ドロペリドール,２．５ｍｇ１ｍＬバイアル,90,
1119402A1022,１％ディプリバン注,プロポフォール,２００ｍｇ２０ｍＬ１管,887,
1119402A1073,プロポフォール１％静注２０ｍＬ「日医工」,プロポフォール,２００ｍｇ２０ｍＬ１管,594,
1119402A1103,プロポフォール静注１％２０ｍＬ「ＦＫ」,プロポフォール,２００ｍｇ２０ｍＬ１管,594,
1119402A1120,プロポフォール静注１％２０ｍＬ「マルイシ」,プロポフォール,２００ｍｇ２０ｍＬ１管,887,
1119402A1138,プロポフォール１％静注２０ｍＬ「ＶＴＲＳ」,プロポフォール,２００ｍｇ２０ｍＬ１管,752,
1119402A2029,１％ディプリバン注,プロポフォール,５００ｍｇ５０ｍＬ１瓶,1021,
1119402A2100,プロポフォール１％静注５０ｍＬ「日医工」,プロポフォール,５００ｍｇ５０ｍＬ１瓶,1327,
1119402A2134,プロポフォール静注１％５０ｍＬ「ＦＫ」,プロポフォール,５００ｍｇ５０ｍＬ１瓶,886,
1119402A2150,プロポフォール静注１％５０ｍＬ「マルイシ」,プロポフォール,５００ｍｇ５０ｍＬ１瓶,1327,
1119402A2169,プロポフォール１％静注５０ｍＬ「ＶＴＲＳ」,プロポフォール,５００ｍｇ５０ｍＬ１瓶,1021,
1119402A3050,プロポフォール１％静注１００ｍＬ「日医工」,プロポフォール,１ｇ１００ｍＬ１瓶,1900,
1119402A3084,プロポフォール静注１％１００ｍＬ「ＦＫ」,プロポフォール,１ｇ１００ｍＬ１瓶,1268,
1119402A3106,プロポフォール静注１％１００ｍＬ「マルイシ」,プロポフォール,１ｇ１００ｍＬ１瓶,1900,
1119402A3114,プロポフォール１％静注１００ｍＬ「ＶＴＲＳ」,プロポフォール,１ｇ１００ｍＬ１瓶,1593,
1119402A5036,プロポフォール静注２％５０ｍＬ「マルイシ」,プロポフォール,１ｇ５０ｍＬ１瓶,1900,
1119402G1025,１％ディプリバン注－キット,プロポフォール,２００ｍｇ２０ｍＬ１筒,2670,
1119402G2021,１％ディプリバン注－キット,プロポフォール,５００ｍｇ５０ｍＬ１筒,2670,
1119403F1024,アネレム静注用５０ｍｇ,レミマゾラムベシル酸塩,５０ｍｇ１瓶,2218,
1119403F2020,アネレム静注用２０ｍｇ,レミマゾラムベシル酸塩,２０ｍｇ１瓶,1540,
1124400A1058,サイレース静注２ｍｇ,フルニトラゼパム,２ｍｇ１管,121,
1124401A1052,ドルミカム注射液１０ｍｇ,ミダゾラム,１０ｍｇ２ｍＬ１管,115,
1124401A1060,ミダゾラム注１０ｍｇ「サンド」,ミダゾラム,１０ｍｇ２ｍＬ１管,92,
1124401A1095,ミダゾラム注射液１０ｍｇ「ＮＩＧ」,ミダゾラム,１０ｍｇ２ｍＬ１管,115,
1124402A1057,ジアゼパム注射液５ｍｇ「ＮＩＧ」,ジアゼパム,５ｍｇ１管,120,
1124402A2045,ホリゾン注射液１０ｍｇ,ジアゼパム,１０ｍｇ１管,118,
1124402A2070,ジアゼパム注射液１０ｍｇ「ＮＩＧ」,ジアゼパム,１０ｍｇ１管,118,
1125402A1054,フェノバール注射液１００ｍｇ,フェノバルビタール,１０％１ｍＬ１管,70,
1129400A1054,プレセデックス静注液２００μｇ「ファイザー」,デクスメデトミジン塩酸塩,２００μｇ２ｍＬ１瓶,2154,
1129400A1062,デクスメデトミジン静注液２００μｇ「サンド」,デクスメデトミジン塩酸塩,２００μｇ２ｍＬ１瓶,1076,
1129400A1070,デクスメデトミジン静注液２００μｇ「ニプロ」,デクスメデトミジン塩酸塩,２００μｇ２ｍＬ１瓶,1434,
1129400G1022,プレセデックス静注液２００μｇ／５０ｍＬシリンジ「ファイザー」,デクスメデトミジン塩酸塩,２００μｇ５０ｍＬ１筒,1927,
1129400G1049,デクスメデトミジン静注液２００μｇ／５０ｍＬシリンジ「ニプロ」,デクスメデトミジン塩酸塩,２００μｇ５０ｍＬ１筒,1877,
1132400A1033,アレビアチン注２５０ｍｇ,フェニトインナトリウム,５％５ｍＬ１管,123,
1132401A1020,ホストイン静注７５０ｍｇ,ホスフェニトインナトリウム水和物,７５０ｍｇ１０ｍＬ１瓶,6419,
1139400F1023,ノーベルバール静注用２５０ｍｇ,フェノバルビタールナトリウム,２５０ｍｇ１瓶,1802,
1139401A1020,ミダフレッサ静注０．１％,ミダゾラム,１０ｍｇ１０ｍＬ１瓶,3146,
1139402A1025,イーケプラ点滴静注５００ｍｇ,レベチラセタム,５００ｍｇ５ｍＬ１瓶,1180,
1139402A2021,レベチラセタム点滴静注５００ｍｇ「アメル」,レベチラセタム,５００ｍｇ５ｍＬ１管,572,
1139402A2030,レベチラセタム点滴静注５００ｍｇ「日新」,レベチラセタム,５００ｍｇ５ｍＬ１管,625,
1139402A2048,レベチラセタム点滴静注５００ｍｇ「明治」,レベチラセタム,５００ｍｇ５ｍＬ１管,639,
1139403A1020,ロラピタ静注２ｍｇ,ロラゼパム,２ｍｇ１ｍＬ１瓶,1964,
1139404A1024,ビムパット点滴静注２００ｍｇ,ラコサミド,２００ｍｇ２０ｍＬ１瓶,4298,
1139404A2020,ビムパット点滴静注１００ｍｇ,ラコサミド,１００ｍｇ１０ｍＬ１瓶,2450,
1139405D1025,フィコンパ点滴静注用２ｍｇ,ペランパネル水和物,２ｍｇ１瓶,1962,
1139406A1023,ブリィビアクト静注２５ｍｇ,ブリーバラセタム,２５ｍｇ２．５ｍＬ１瓶,2450,
1141400A2020,アセリオ静注液１０００ｍｇバッグ,アセトアミノフェン,１，０００ｍｇ１００ｍＬ１袋,292,
1143400A2017,サリチル酸ナトリウム５％１０ｍＬ注射液,サリチル酸ナトリウム,５％１０ｍＬ１管,63,
1144400A1018,スルピリン注射液,スルピリン水和物,１０％２ｍＬ１管,94,
1144400A2014,スルピリン注射液,スルピリン水和物,２５％１ｍＬ１管,97,
1144400A3010,スルピリン注射液,スルピリン水和物,２５％２ｍＬ１管,94,
1144400A4017,スルピリン注射液,スルピリン水和物,５０％１ｍＬ１管,94,
1149400A1049,トラマール注１００,トラマドール塩酸塩,１００ｍｇ１管,241,
1149401A1027,ソセゴン注射液１５ｍｇ,ペンタゾシン,１５ｍｇ１管,87,
1149401A2023,ソセゴン注射液３０ｍｇ,ペンタゾシン,３０ｍｇ１管,171,
1149402A1080,ケトプロフェン筋注５０ｍｇ「日新」,ケトプロフェン,５０ｍｇ１管,63,
1149403A1050,レペタン注０．２ｍｇ,ブプレノルフィン塩酸塩,０．２ｍｇ１管,174,
1149403A1077,ブプレノルフィン注０．２ｍｇ「日新」,ブプレノルフィン塩酸塩,０．２ｍｇ１管,174,
1149403A2057,レペタン注０．３ｍｇ,ブプレノルフィン塩酸塩,０．３ｍｇ１管,205,
1149403A2073,ブプレノルフィン注０．３ｍｇ「日新」,ブプレノルフィン塩酸塩,０．３ｍｇ１管,205,
1149407A1040,ロピオン静注５０ｍｇ,フルルビプロフェンアキセチル,５０ｍｇ５ｍＬ１管,278,
1149500A1110,カシワドール静注,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,２０ｍＬ１管,78,R9.3.31まで
1149501A1017,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム１０ｍＬ注射液,コンドロイチン硫酸エステルナトリウム・サリチル酸ナトリウム,１０ｍＬ１管,63,
1149502A1011,サリチル酸ナトリウム・ジブカイン配合２ｍＬ注射液,サリチル酸ナトリウム・ジブカイン配合剤,２ｍＬ１管,63,
1149502A1089,ネオビタカイン注２ｍＬ,サリチル酸ナトリウム・ジブカイン配合剤,２ｍＬ１管,186,
1149502G1022,ネオビタカイン注シリンジ２ｍＬ,サリチル酸ナトリウム・ジブカイン配合剤,２ｍＬ１筒,385,
1149503A1016,サリチル酸ナトリウム・ジブカイン配合５ｍＬ注射液,サリチル酸ナトリウム・ジブカイン配合剤,５ｍＬ１管,63,
1149503A1083,ネオビタカイン注５ｍＬ,サリチル酸ナトリウム・ジブカイン配合剤,５ｍＬ１管,226,
1149503G1027,ネオビタカイン注シリンジ５ｍＬ,サリチル酸ナトリウム・ジブカイン配合剤,５ｍＬ１筒,351,
1149601A1031,ノイロトロピン注射液１．２単位,ワクシニアウイルス接種家兎炎症皮膚抽出液,１ｍＬ１管,84,
1149601A2062,ノイロトロピン注射液３．６単位,ワクシニアウイルス接種家兎炎症皮膚抽出液,３ｍＬ１管,158,
1162400A1059,アキネトン注射液５ｍｇ,乳酸ビペリデン,０．５％１ｍＬ１管,63,
1162400A1067,乳酸ビペリデン注５ｍｇ「ヨシトミ」,乳酸ビペリデン,０．５％１ｍＬ１管,63,
1164400A1045,ドパストン静注２５ｍｇ,レボドパ,０．２５％１０ｍＬ１管,192,
1164400A2041,ドパストン静注５０ｍｇ,レボドパ,０．２５％２０ｍＬ１管,339,
1169400G1028,アポカイン皮下注３０ｍｇ,アポモルヒネ塩酸塩水和物,３０ｍｇ３ｍＬ１筒,7910,
1169500A1023,ヴィアレブ配合持続皮下注,ホスレボドパ・ホスカルビドパ水和物,１０ｍＬ１瓶,13277,
1171400A1015,クロルプロマジン塩酸塩注射液,クロルプロマジン塩酸塩,０．５％２ｍＬ１管,104,
1171400A2011,クロルプロマジン塩酸塩注射液,クロルプロマジン塩酸塩,０．５％５ｍＬ１管,104,
1171400A3018,クロルプロマジン塩酸塩注射液,クロルプロマジン塩酸塩,１％５ｍＬ１管,104,
1172402A1046,ピーゼットシー筋注２ｍｇ,塩酸ペルフェナジン,０．２％１ｍＬ１管,63,
1172404A1037,ノバミン筋注５ｍｇ,プロクロルペラジン,０．５％１ｍＬ１管,63,R9.3.31まで
1172405A1031,フルデカシン筋注２５ｍｇ,フルフェナジンデカン酸エステル,２５ｍｇ１ｍＬ１瓶,1383,
1174401A1038,アナフラニール点滴静注液２５ｍｇ,クロミプラミン塩酸塩,２５ｍｇ１管,225,
1179401A1026,アタラックス－Ｐ注射液（２５ｍｇ／ｍｌ）,ヒドロキシジン塩酸塩,２．５％１ｍＬ１管,63,
1179401A2022,アタラックス－Ｐ注射液（５０ｍｇ／ｍｌ）,ヒドロキシジン塩酸塩,５％１ｍＬ１管,63,
1179403A1050,ドグマチール筋注１００ｍｇ,スルピリド,１００ｍｇ１管,129,
1179404A1070,セレネース注５ｍｇ,ハロペリドール,０．５％１ｍＬ１管,130,
1179404A1097,ハロペリドール注５ｍｇ「ヨシトミ」,ハロペリドール,０．５％１ｍＬ１管,104,
1179406A1037,ハロマンス注５０ｍｇ,ハロペリドールデカン酸エステル,５０ｍｇ１ｍＬ１管,1407,
1179406A2033,ハロマンス注１００ｍｇ,ハロペリドールデカン酸エステル,１００ｍｇ１ｍＬ１管,2203,
1179407G1026,リスパダール　コンスタ筋注用２５ｍｇ,リスペリドン,２５ｍｇ１キット（懸濁用液付）,12801,
1179407G2022,リスパダール　コンスタ筋注用３７．５ｍｇ,リスペリドン,３７．５ｍｇ１キット（懸濁用液付）,16128,
1179407G3029,リスパダール　コンスタ筋注用５０ｍｇ,リスペリドン,５０ｍｇ１キット（懸濁用液付）,19079,
1179408E1020,ジプレキサ筋注用１０ｍｇ,オランザピン,１０ｍｇ１瓶,1538,
1179409G1025,ゼプリオン水懸筋注２５ｍｇシリンジ,パリペリドンパルミチン酸エステル,２５ｍｇ１キット,16939,
1179409G2021,ゼプリオン水懸筋注５０ｍｇシリンジ,パリペリドンパルミチン酸エステル,５０ｍｇ１キット,27641,
1179409G3028,ゼプリオン水懸筋注７５ｍｇシリンジ,パリペリドンパルミチン酸エステル,７５ｍｇ１キット,36297,
1179409G4024,ゼプリオン水懸筋注１００ｍｇシリンジ,パリペリドンパルミチン酸エステル,１００ｍｇ１キット,44031,
1179409G5020,ゼプリオン水懸筋注１５０ｍｇシリンジ,パリペリドンパルミチン酸エステル,１５０ｍｇ１キット,56520,
1179409G6027,ゼプリオンＴＲＩ水懸筋注１７５ｍｇシリンジ,パリペリドンパルミチン酸エステル,１７５ｍｇ１キット,62397,
1179409G7023,ゼプリオンＴＲＩ水懸筋注２６３ｍｇシリンジ,パリペリドンパルミチン酸エステル,２６３ｍｇ１キット,81676,
1179409G8020,ゼプリオンＴＲＩ水懸筋注３５０ｍｇシリンジ,パリペリドンパルミチン酸エステル,３５０ｍｇ１キット,99067,
1179409G9026,ゼプリオンＴＲＩ水懸筋注５２５ｍｇシリンジ,パリペリドンパルミチン酸エステル,５２５ｍｇ１キット,129783,
1179410E1027,エビリファイ持続性水懸筋注用３００ｍｇ,アリピプラゾール水和物,３００ｍｇ１瓶（懸濁用液付）,33580,
1179410E2023,エビリファイ持続性水懸筋注用４００ｍｇ,アリピプラゾール水和物,４００ｍｇ１瓶（懸濁用液付）,41967,
1179410G1028,エビリファイ持続性水懸筋注用３００ｍｇシリンジ,アリピプラゾール水和物,３００ｍｇ１キット,34008,
